feed_title,feed_link,feed_description,feed_language,feed_managing_editor,feed_web_master,feed_pub_date,feed_last_build_date,feed_generator,feed_docs,feed_managingEditor,feed_webMaster,feed_ttl,item_title,item_link,item_description,item_pub_date,item_guid,item_category
service.bund.de - öffentliche Ausschreibungen,http://www.service.bund.de/ausschreibungen,"RSS-Feed mit aktuellen Ausschreibungen der Vergabestellen der Bundes-, Landes- und Kommunalverwaltung.",de-de,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,2024-05-07T17:21:25Z,2024-05-07T17:21:25Z,Government Site Builder (GSB7.0),http://blogs.law.harvard.edu/tech/rss,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,60,Dachklempner- und Dachabdichtungsarbeiten,https://www.service.bund.de/IMPORTE/Ausschreibungen/eVergabe/664068.html#track=feed-callforbids,"Erf&uuml;llungsort:  Werratal-Kaserne Bad Salzungen, Hersfelder Stra&#223;e 3, 36433 Bad SalzungenVergabestelle: Th&#252;ringer Landesamt f&#252;r Bau und Verkehr, Hochbau und LiegenschaftenAngebotsfrist:  05.06.2024 08:00 Veröffentlichungsende:  05.06.2024 08:00",2024-05-07T15:33:00Z,https://www.service.bund.de/IMPORTE/Ausschreibungen/eVergabe/664068.html,
service.bund.de - öffentliche Ausschreibungen,http://www.service.bund.de/ausschreibungen,"RSS-Feed mit aktuellen Ausschreibungen der Vergabestellen der Bundes-, Landes- und Kommunalverwaltung.",de-de,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,2024-05-07T17:21:25Z,2024-05-07T17:21:25Z,Government Site Builder (GSB7.0),http://blogs.law.harvard.edu/tech/rss,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,60,"Neubau eines Feuerwehrgerätehauses in Heudeber, Los 13-Elektroinstallationsarbeiten",https://www.service.bund.de/IMPORTE/Ausschreibungen/eVergabe/664048.html#track=feed-callforbids,"Erf&uuml;llungsort:  38855 Nordharz OT Heudeber, Derenburger Weg 4Vergabestelle: Gemeinde NordharzAngebotsfrist:  22.05.2024 11:00 Veröffentlichungsende:  22.05.2024 11:00",2024-05-07T15:19:00Z,https://www.service.bund.de/IMPORTE/Ausschreibungen/eVergabe/664048.html,
service.bund.de - öffentliche Ausschreibungen,http://www.service.bund.de/ausschreibungen,"RSS-Feed mit aktuellen Ausschreibungen der Vergabestellen der Bundes-, Landes- und Kommunalverwaltung.",de-de,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,2024-05-07T17:21:25Z,2024-05-07T17:21:25Z,Government Site Builder (GSB7.0),http://blogs.law.harvard.edu/tech/rss,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,60,ZAW - Zimmerermeister/-in - Kassel | ML-Nr. 616,https://www.service.bund.de/IMPORTE/Ausschreibungen/eVergabe/664042.html#track=feed-callforbids,Erf&uuml;llungsort:  KasselVergabestelle: BundeswehrverwaltungAngebotsfrist:  27.06.2024 13:00 Veröffentlichungsende:  27.06.2024 13:00,2024-05-07T15:10:00Z,https://www.service.bund.de/IMPORTE/Ausschreibungen/eVergabe/664042.html,
service.bund.de - öffentliche Ausschreibungen,http://www.service.bund.de/ausschreibungen,"RSS-Feed mit aktuellen Ausschreibungen der Vergabestellen der Bundes-, Landes- und Kommunalverwaltung.",de-de,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,2024-05-07T17:21:25Z,2024-05-07T17:21:25Z,Government Site Builder (GSB7.0),http://blogs.law.harvard.edu/tech/rss,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,60,Neubau Feuerwehrgerätehaus Fleetmark - Los 41 Elektroinstallation,https://www.service.bund.de/IMPORTE/Ausschreibungen/eVergabe/663790.html#track=feed-callforbids,"Erf&uuml;llungsort: 39619 Kallehner Stra&#223;e 39, 39619 Arendsee (Altmark) OT FleetmarkVergabestelle: Stadt Arendsee (Altmark)Angebotsfrist:  27.05.2024 10:30 Veröffentlichungsende:  27.05.2024 10:30",2024-05-07T15:09:00Z,https://www.service.bund.de/IMPORTE/Ausschreibungen/eVergabe/663790.html,
service.bund.de - öffentliche Ausschreibungen,http://www.service.bund.de/ausschreibungen,"RSS-Feed mit aktuellen Ausschreibungen der Vergabestellen der Bundes-, Landes- und Kommunalverwaltung.",de-de,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,2024-05-07T17:21:25Z,2024-05-07T17:21:25Z,Government Site Builder (GSB7.0),http://blogs.law.harvard.edu/tech/rss,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,60,Neubau Feuerwehrgerätehaus Fleetmark - Los 03 Tischler/Schlosserarbeiten,https://www.service.bund.de/IMPORTE/Ausschreibungen/eVergabe/663721.html#track=feed-callforbids,"Erf&uuml;llungsort: 39619 Kallehner Stra&#223;e 39, 39619 Arendsee (Altmark) OT FleetmarkVergabestelle: Stadt Arendsee (Altmark)Angebotsfrist:  27.05.2024 10:00 Veröffentlichungsende:  27.05.2024 10:00",2024-05-07T15:03:00Z,https://www.service.bund.de/IMPORTE/Ausschreibungen/eVergabe/663721.html,
service.bund.de - öffentliche Ausschreibungen,http://www.service.bund.de/ausschreibungen,"RSS-Feed mit aktuellen Ausschreibungen der Vergabestellen der Bundes-, Landes- und Kommunalverwaltung.",de-de,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,2024-05-07T17:21:25Z,2024-05-07T17:21:25Z,Government Site Builder (GSB7.0),http://blogs.law.harvard.edu/tech/rss,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,60,1/DLII4/OV213 - 1 EA Kanalspiegel,https://www.service.bund.de/IMPORTE/Ausschreibungen/eVergabe/664028.html#track=feed-callforbids,Erf&uuml;llungsort:  Siehe Verzeichnis der Empf&#228;ngeranschriftenVergabestelle: BundeswehrverwaltungAngebotsfrist:  28.05.2024 08:00 Veröffentlichungsende:  28.05.2024 08:00,2024-05-07T15:00:00Z,https://www.service.bund.de/IMPORTE/Ausschreibungen/eVergabe/664028.html,
service.bund.de - öffentliche Ausschreibungen,http://www.service.bund.de/ausschreibungen,"RSS-Feed mit aktuellen Ausschreibungen der Vergabestellen der Bundes-, Landes- und Kommunalverwaltung.",de-de,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,2024-05-07T17:21:25Z,2024-05-07T17:21:25Z,Government Site Builder (GSB7.0),http://blogs.law.harvard.edu/tech/rss,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,60,Mechanische Bekämpfung des Eichenprozessionsspinners im Stadtgebiet der Einheitsgemeinde Klötze,https://www.service.bund.de/IMPORTE/Ausschreibungen/eVergabe/664021.html#track=feed-callforbids,Erf&uuml;llungsort:  Wege und &#246;ffentliche Fl&#228;chen im Stadtgebiet der Einheitsgemeinde Kl&#246;tze; m&#246;gliche Standorte sind in entsprechenden Karten in der Anlage ersichtlichVergabestelle: Sachsen-Anhalt Stadt_Kl&#246;tzeAngebotsfrist:  23.05.2024 10:00 Veröffentlichungsende:  23.05.2024 10:00,2024-05-07T14:55:00Z,https://www.service.bund.de/IMPORTE/Ausschreibungen/eVergabe/664021.html,
service.bund.de - öffentliche Ausschreibungen,http://www.service.bund.de/ausschreibungen,"RSS-Feed mit aktuellen Ausschreibungen der Vergabestellen der Bundes-, Landes- und Kommunalverwaltung.",de-de,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,2024-05-07T17:21:25Z,2024-05-07T17:21:25Z,Government Site Builder (GSB7.0),http://blogs.law.harvard.edu/tech/rss,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,60,Hochdruck-Gasadsorptionsmessgerät,https://www.service.bund.de/IMPORTE/Ausschreibungen/eVergabe/663992.html#track=feed-callforbids,"Erf&uuml;llungsort: 07743 Friedrich-Schiller-Universit&#228;t Jena, Institut f&#252;r Technische Chemie, Philosophenweg 7a, 07743 JenaVergabestelle: Friedrich-Schiller-Universit&#228;t JenaAngebotsfrist:  31.05.2024 12:00 Veröffentlichungsende:  31.05.2024 12:00",2024-05-07T14:55:00Z,https://www.service.bund.de/IMPORTE/Ausschreibungen/eVergabe/663992.html,
service.bund.de - öffentliche Ausschreibungen,http://www.service.bund.de/ausschreibungen,"RSS-Feed mit aktuellen Ausschreibungen der Vergabestellen der Bundes-, Landes- und Kommunalverwaltung.",de-de,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,2024-05-07T17:21:25Z,2024-05-07T17:21:25Z,Government Site Builder (GSB7.0),http://blogs.law.harvard.edu/tech/rss,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,60,Neubau Feuerwehrgerätehaus Fleetmark - Los 02 Zimmermann/Dachdecker,https://www.service.bund.de/IMPORTE/Ausschreibungen/eVergabe/663679.html#track=feed-callforbids,Erf&uuml;llungsort: 39619 Kallehner Stra&#223;e 39 in 39619 Arendsee OT FleetmarkVergabestelle: Stadt Arendsee (Altmark)Angebotsfrist:  27.05.2024 09:30 Veröffentlichungsende:  27.05.2024 09:30,2024-05-07T14:54:00Z,https://www.service.bund.de/IMPORTE/Ausschreibungen/eVergabe/663679.html,
service.bund.de - öffentliche Ausschreibungen,http://www.service.bund.de/ausschreibungen,"RSS-Feed mit aktuellen Ausschreibungen der Vergabestellen der Bundes-, Landes- und Kommunalverwaltung.",de-de,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,2024-05-07T17:21:25Z,2024-05-07T17:21:25Z,Government Site Builder (GSB7.0),http://blogs.law.harvard.edu/tech/rss,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,60,"Lauf a. d. Pegnitz, Schützenstraße 50, Fliesen",https://www.service.bund.de/IMPORTE/Ausschreibungen/eVergabe/664013.html#track=feed-callforbids,"Erf&uuml;llungsort: 91207 F&#252;hrungsakademie BA Lauf a. d. Pegnitz, Sch&#252;tzenstra&#223;e 50, 91207 Lauf a. d. PegnitzVergabestelle: BA - Geb&#228;ude-, Bau- und Immobilienmanagement GmbHAngebotsfrist:  28.05.2024 08:00 Veröffentlichungsende:  28.05.2024 08:00",2024-05-07T14:42:00Z,https://www.service.bund.de/IMPORTE/Ausschreibungen/eVergabe/664013.html,
