feed_title,feed_link,feed_description,feed_language,feed_managing_editor,feed_web_master,feed_pub_date,feed_last_build_date,feed_generator,feed_docs,feed_managingEditor,feed_webMaster,feed_ttl,item_title,item_link,item_description,item_pub_date,item_guid,item_category
service.bund.de - öffentliche Ausschreibungen,http://www.service.bund.de/ausschreibungen,"RSS-Feed mit aktuellen Ausschreibungen der Vergabestellen der Bundes-, Landes- und Kommunalverwaltung.",de-de,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,2024-12-20T16:22:05Z,2024-12-20T16:22:05Z,Government Site Builder (GSB7.0),http://blogs.law.harvard.edu/tech/rss,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,60,BfAA Küchen,https://www.service.bund.de/IMPORTE/Ausschreibungen/eVergabe/739677.html#track=feed-callforbids,Erf&uuml;llungsort:  Bundesamt f&#252;r Ausw&#228;rtige Angelegenheiten Geschwister-Scholl-Str. 10- 13 14776 BrandenburgVergabestelle: Bundesamt f&#252;r Ausw&#228;rtige AngelegenheitenAngebotsfrist:  15.01.2025 10:00 Veröffentlichungsende:  15.01.2025 10:00,2024-12-20T15:09:00Z,https://www.service.bund.de/IMPORTE/Ausschreibungen/eVergabe/739677.html,
service.bund.de - öffentliche Ausschreibungen,http://www.service.bund.de/ausschreibungen,"RSS-Feed mit aktuellen Ausschreibungen der Vergabestellen der Bundes-, Landes- und Kommunalverwaltung.",de-de,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,2024-12-20T16:22:05Z,2024-12-20T16:22:05Z,Government Site Builder (GSB7.0),http://blogs.law.harvard.edu/tech/rss,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,60,Erstellung von Content in Outdooractive für die Verwendung im Open Data-Projekt SAiNT (Sachsen-Anhalt intelligente Netzwerktechnologien) in zwei Losen,https://www.service.bund.de/IMPORTE/Ausschreibungen/eVergabe/739665.html#track=feed-callforbids,Erf&uuml;llungsort:  Siehe Leistungsbeschreibung und &#220;bersichten &#252;ber die POIsVergabestelle: Investitions- und Marketinggesellschaft Sachsen-Anhalt mbHAngebotsfrist:  17.01.2025 10:00 Veröffentlichungsende:  17.01.2025 10:00,2024-12-20T14:22:00Z,https://www.service.bund.de/IMPORTE/Ausschreibungen/eVergabe/739665.html,
service.bund.de - öffentliche Ausschreibungen,http://www.service.bund.de/ausschreibungen,"RSS-Feed mit aktuellen Ausschreibungen der Vergabestellen der Bundes-, Landes- und Kommunalverwaltung.",de-de,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,2024-12-20T16:22:05Z,2024-12-20T16:22:05Z,Government Site Builder (GSB7.0),http://blogs.law.harvard.edu/tech/rss,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,60,"Grün- und Pflasterflächenpflege, Winterdienst und Lieferung von Weihnachtsbäumen für das Ministerium für Inneres und Sport des Landes Sachsen-Anhalt",https://www.service.bund.de/IMPORTE/Ausschreibungen/eVergabe/738413.html#track=feed-callforbids,Erf&uuml;llungsort:  MagdeburgVergabestelle: Ministerium f&#252;r Inneres und SportAngebotsfrist:  22.01.2025 10:00 Veröffentlichungsende:  22.01.2025 10:00,2024-12-20T14:15:00Z,https://www.service.bund.de/IMPORTE/Ausschreibungen/eVergabe/738413.html,
service.bund.de - öffentliche Ausschreibungen,http://www.service.bund.de/ausschreibungen,"RSS-Feed mit aktuellen Ausschreibungen der Vergabestellen der Bundes-, Landes- und Kommunalverwaltung.",de-de,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,2024-12-20T16:22:05Z,2024-12-20T16:22:05Z,Government Site Builder (GSB7.0),http://blogs.law.harvard.edu/tech/rss,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,60,"Vertrag über Erstellung  Gutachten,  konzeptionelle Beratungstätigkeit zur Bewertung von Anwendungen radioaktiver Stoffe oder ionisierender Strahlung am Menschen zum Zweck med. Forschung nach StrlSchG",https://www.service.bund.de/IMPORTE/Ausschreibungen/eVergabe/739092.html#track=feed-callforbids,Erf&uuml;llungsort:  NeuherbergVergabestelle: Bundesamt f&#252;r StrahlenschutzAngebotsfrist:  21.01.2025 09:00 Veröffentlichungsende:  21.01.2025 09:00,2024-12-20T14:08:00Z,https://www.service.bund.de/IMPORTE/Ausschreibungen/eVergabe/739092.html,
service.bund.de - öffentliche Ausschreibungen,http://www.service.bund.de/ausschreibungen,"RSS-Feed mit aktuellen Ausschreibungen der Vergabestellen der Bundes-, Landes- und Kommunalverwaltung.",de-de,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,2024-12-20T16:22:05Z,2024-12-20T16:22:05Z,Government Site Builder (GSB7.0),http://blogs.law.harvard.edu/tech/rss,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,60,Aufbau und Betrieb einer Fahrgastschifffahrt im Lausitzer Seenland,https://www.service.bund.de/IMPORTE/Ausschreibungen/editor/Zweckverband-Lausitzer-Seenland-Sachsen/2024/12/5841043.html#track=feed-callforbids,Erf&uuml;llungsort:  schiffbarer Gew&#228;sserverbund im Lausitzer SeenlandVergabestelle: Zweckverb&#228;nde Lausitzer Seenland Sachsen und Lausitzer Seenland BrandenburgAngebotsfrist:  07.02.2025 13:00 Veröffentlichungsende:  07.02.2025 13:00,2024-12-20T14:00:00Z,https://www.service.bund.de/IMPORTE/Ausschreibungen/editor/Zweckverband-Lausitzer-Seenland-Sachsen/2024/12/5841043.html,
service.bund.de - öffentliche Ausschreibungen,http://www.service.bund.de/ausschreibungen,"RSS-Feed mit aktuellen Ausschreibungen der Vergabestellen der Bundes-, Landes- und Kommunalverwaltung.",de-de,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,2024-12-20T16:22:05Z,2024-12-20T16:22:05Z,Government Site Builder (GSB7.0),http://blogs.law.harvard.edu/tech/rss,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,60,"Personenaufzug - Bundesnetzagentur Magdeburg, Herstellung Barrierefreiheit (NMB 736-24)",https://www.service.bund.de/IMPORTE/Ausschreibungen/eVergabe/739659.html#track=feed-callforbids,Erf&uuml;llungsort:  Bundesnetzagentur Magdeburg Kaiser-Otto-Ring 16 39106 MagdeburgVergabestelle: Bau- und Liegenschaftsmanagement Sachsen-Anhalt (BLSA)Angebotsfrist:  30.01.2025 11:00 Veröffentlichungsende:  30.01.2025 11:00,2024-12-20T13:54:00Z,https://www.service.bund.de/IMPORTE/Ausschreibungen/eVergabe/739659.html,
service.bund.de - öffentliche Ausschreibungen,http://www.service.bund.de/ausschreibungen,"RSS-Feed mit aktuellen Ausschreibungen der Vergabestellen der Bundes-, Landes- und Kommunalverwaltung.",de-de,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,2024-12-20T16:22:05Z,2024-12-20T16:22:05Z,Government Site Builder (GSB7.0),http://blogs.law.harvard.edu/tech/rss,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,60,"Bielefeld, Werner-Bock-Straße 8, Abbruch",https://www.service.bund.de/IMPORTE/Ausschreibungen/eVergabe/739658.html#track=feed-callforbids,"Erf&uuml;llungsort: 33602 Agentur f&#252;r Arbeit Bielefeld, Werner-Bock-Stra&#223;e 8, 33602 BielefeldVergabestelle: BA - Geb&#228;ude-, Bau- und Immobilienmanagement GmbHAngebotsfrist:  16.01.2025 08:00 Veröffentlichungsende:  16.01.2025 08:00",2024-12-20T13:48:00Z,https://www.service.bund.de/IMPORTE/Ausschreibungen/eVergabe/739658.html,
service.bund.de - öffentliche Ausschreibungen,http://www.service.bund.de/ausschreibungen,"RSS-Feed mit aktuellen Ausschreibungen der Vergabestellen der Bundes-, Landes- und Kommunalverwaltung.",de-de,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,2024-12-20T16:22:05Z,2024-12-20T16:22:05Z,Government Site Builder (GSB7.0),http://blogs.law.harvard.edu/tech/rss,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,60,"Technische Pflege, Administration und Support für DAM-System NetX",https://www.service.bund.de/IMPORTE/Ausschreibungen/eVergabe/739650.html#track=feed-callforbids,Erf&uuml;llungsort:  K&#246;lnVergabestelle: Bundeszentrale f&#252;r gesundheitliche Aufkl&#228;rungAngebotsfrist:  22.01.2025 11:00 Veröffentlichungsende:  22.01.2025 11:00,2024-12-20T13:47:00Z,https://www.service.bund.de/IMPORTE/Ausschreibungen/eVergabe/739650.html,
service.bund.de - öffentliche Ausschreibungen,http://www.service.bund.de/ausschreibungen,"RSS-Feed mit aktuellen Ausschreibungen der Vergabestellen der Bundes-, Landes- und Kommunalverwaltung.",de-de,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,2024-12-20T16:22:05Z,2024-12-20T16:22:05Z,Government Site Builder (GSB7.0),http://blogs.law.harvard.edu/tech/rss,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,60,Erneuerung Einbaumöblierung,https://www.service.bund.de/IMPORTE/Ausschreibungen/editor/Bundesleistungszentrum-Kienbaum-eV/2024/12/5841476.html#track=feed-callforbids,Erf&uuml;llungsort: 15537 Kienbaum Olympisches und Paralympisches Trainingszentrum f&#252;r Deutschland e.VVergabestelle: Kienbaum Olympisches und Paralympisches Trainingszentrum f&#252;r Deutschland e.V.Angebotsfrist:  13.01.2025 23:59 Veröffentlichungsende:  13.01.2025 10:00,2024-12-20T13:30:00Z,https://www.service.bund.de/IMPORTE/Ausschreibungen/editor/Bundesleistungszentrum-Kienbaum-eV/2024/12/5841476.html,
service.bund.de - öffentliche Ausschreibungen,http://www.service.bund.de/ausschreibungen,"RSS-Feed mit aktuellen Ausschreibungen der Vergabestellen der Bundes-, Landes- und Kommunalverwaltung.",de-de,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,2024-12-20T16:22:05Z,2024-12-20T16:22:05Z,Government Site Builder (GSB7.0),http://blogs.law.harvard.edu/tech/rss,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,60,"Trockenbau - Bundessprachenamt und Bundeswehrfachschule Naumburg, KNUE Umbau Gebäude 004 (SHB 739-24)",https://www.service.bund.de/IMPORTE/Ausschreibungen/eVergabe/739640.html#track=feed-callforbids,Erf&uuml;llungsort:  Bundeswehrfachschule / Bundessprachenamt Naumburg K&#246;sener Stra&#223;e 48-50 06618 NaumburgVergabestelle: Bau- und Liegenschaftsmanagement Sachsen-Anhalt (BLSA)Angebotsfrist:  27.01.2025 14:30 Veröffentlichungsende:  27.01.2025 14:30,2024-12-20T13:00:00Z,https://www.service.bund.de/IMPORTE/Ausschreibungen/eVergabe/739640.html,
