feed_title,feed_link,feed_description,feed_language,feed_managing_editor,feed_web_master,feed_pub_date,feed_last_build_date,feed_generator,feed_docs,feed_managingEditor,feed_webMaster,feed_ttl,item_title,item_link,item_description,item_pub_date,item_guid,item_category
service.bund.de - öffentliche Ausschreibungen,http://www.service.bund.de/ausschreibungen,"RSS-Feed mit aktuellen Ausschreibungen der Vergabestellen der Bundes-, Landes- und Kommunalverwaltung.",de-de,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,2024-06-27T17:21:59Z,2024-06-27T17:21:59Z,Government Site Builder (GSB7.0),http://blogs.law.harvard.edu/tech/rss,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,60,"Lieferung, Montage und Einrichtung von höhenverstellbaren interaktiven Displays, Computern und Zubehör; Schulen des Landkreises Altenburger Land",https://www.service.bund.de/IMPORTE/Ausschreibungen/eVergabe/697894.html#track=feed-callforbids,"Erf&uuml;llungsort: 04600 Schulen des Landkreises Altenburger Land, 04600 Altenburg und UmgebungVergabestelle: Landratsamt Altenburger Land, VergabestelleAngebotsfrist:  18.07.2024 10:00 Veröffentlichungsende:  18.07.2024 10:00",2024-06-27T15:59:00Z,https://www.service.bund.de/IMPORTE/Ausschreibungen/eVergabe/697894.html,
service.bund.de - öffentliche Ausschreibungen,http://www.service.bund.de/ausschreibungen,"RSS-Feed mit aktuellen Ausschreibungen der Vergabestellen der Bundes-, Landes- und Kommunalverwaltung.",de-de,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,2024-06-27T17:21:59Z,2024-06-27T17:21:59Z,Government Site Builder (GSB7.0),http://blogs.law.harvard.edu/tech/rss,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,60,Sanierung Gehweg und Errichtung Buswendeschleife,https://www.service.bund.de/IMPORTE/Ausschreibungen/editor/Amt-Zuessow/2024/06/5598847.html#track=feed-callforbids,Erf&uuml;llungsort: 17506 GribowVergabestelle: Gemeinde Gribow &#252;ber AMt Z&#252;ssowAngebotsfrist:  30.07.2024 11:00 Veröffentlichungsende:  08.07.2024 00:00,2024-06-27T15:45:00Z,https://www.service.bund.de/IMPORTE/Ausschreibungen/editor/Amt-Zuessow/2024/06/5598847.html,
service.bund.de - öffentliche Ausschreibungen,http://www.service.bund.de/ausschreibungen,"RSS-Feed mit aktuellen Ausschreibungen der Vergabestellen der Bundes-, Landes- und Kommunalverwaltung.",de-de,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,2024-06-27T17:21:59Z,2024-06-27T17:21:59Z,Government Site Builder (GSB7.0),http://blogs.law.harvard.edu/tech/rss,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,60,AutoDiluter (automatisches Verdünnungs- und Kalibriergerät) für ein ICP-MS,https://www.service.bund.de/IMPORTE/Ausschreibungen/eVergabe/697884.html#track=feed-callforbids,Erf&uuml;llungsort:  Johann Heinrich von Th&#252;nen-Institut (Th&#252;nen-Institut) Institut f&#252;r Agrarklimaschutz Labor f&#252;r Bodenmonitoring Bundesallee 35 a 38116 BraunschweigVergabestelle: Bundesanstalt f&#252;r Landwirtschaft und Ern&#228;hrungAngebotsfrist:  29.07.2024 12:00 Veröffentlichungsende:  29.07.2024 12:00,2024-06-27T15:40:00Z,https://www.service.bund.de/IMPORTE/Ausschreibungen/eVergabe/697884.html,
service.bund.de - öffentliche Ausschreibungen,http://www.service.bund.de/ausschreibungen,"RSS-Feed mit aktuellen Ausschreibungen der Vergabestellen der Bundes-, Landes- und Kommunalverwaltung.",de-de,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,2024-06-27T17:21:59Z,2024-06-27T17:21:59Z,Government Site Builder (GSB7.0),http://blogs.law.harvard.edu/tech/rss,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,60,"099_24B010_Betrieb, Großtagespflege (EvB)-",https://www.service.bund.de/IMPORTE/Ausschreibungen/eVergabe/697869.html#track=feed-callforbids,Erf&uuml;llungsort:  Siehe Verzeichnis der Empf&#228;ngeranschriftenVergabestelle: BundeswehrverwaltungAngebotsfrist:  25.07.2024 13:00 Veröffentlichungsende:  25.07.2024 13:00,2024-06-27T15:00:00Z,https://www.service.bund.de/IMPORTE/Ausschreibungen/eVergabe/697869.html,
service.bund.de - öffentliche Ausschreibungen,http://www.service.bund.de/ausschreibungen,"RSS-Feed mit aktuellen Ausschreibungen der Vergabestellen der Bundes-, Landes- und Kommunalverwaltung.",de-de,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,2024-06-27T17:21:59Z,2024-06-27T17:21:59Z,Government Site Builder (GSB7.0),http://blogs.law.harvard.edu/tech/rss,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,60,24h Stühle LPD,https://www.service.bund.de/IMPORTE/Ausschreibungen/eVergabe/697810.html#track=feed-callforbids,Erf&uuml;llungsort:  verschiedene Dienststellen der Landespolizeidirektion (siehe Anlage Mengenger&#252;st und Lieferadressen)Vergabestelle: Th&#252;ringer Polizei - Landespolizeidirektion - ZB/DLAngebotsfrist:  17.07.2024 12:00 Veröffentlichungsende:  17.07.2024 12:00,2024-06-27T14:57:00Z,https://www.service.bund.de/IMPORTE/Ausschreibungen/eVergabe/697810.html,
service.bund.de - öffentliche Ausschreibungen,http://www.service.bund.de/ausschreibungen,"RSS-Feed mit aktuellen Ausschreibungen der Vergabestellen der Bundes-, Landes- und Kommunalverwaltung.",de-de,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,2024-06-27T17:21:59Z,2024-06-27T17:21:59Z,Government Site Builder (GSB7.0),http://blogs.law.harvard.edu/tech/rss,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,60,Siedlungsgrundschule - Sanierung der Sanitärräume und Errichtung von Umkleideräumen - Bauendreinigung,https://www.service.bund.de/IMPORTE/Ausschreibungen/eVergabe/697868.html#track=feed-callforbids,Erf&uuml;llungsort:  Siedlungsgrundschule Richard-Wagner-Stra&#223;e 2a 06231 Bad D&#252;rrenbergVergabestelle: Bad D&#252;rrenbergAngebotsfrist:  09.07.2024 08:45 Veröffentlichungsende:  09.07.2024 08:45,2024-06-27T14:56:00Z,https://www.service.bund.de/IMPORTE/Ausschreibungen/eVergabe/697868.html,
service.bund.de - öffentliche Ausschreibungen,http://www.service.bund.de/ausschreibungen,"RSS-Feed mit aktuellen Ausschreibungen der Vergabestellen der Bundes-, Landes- und Kommunalverwaltung.",de-de,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,2024-06-27T17:21:59Z,2024-06-27T17:21:59Z,Government Site Builder (GSB7.0),http://blogs.law.harvard.edu/tech/rss,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,60,IM - Buchführung I - Kassel,https://www.service.bund.de/IMPORTE/Ausschreibungen/eVergabe/697871.html#track=feed-callforbids,Erf&uuml;llungsort:  KasselVergabestelle: BundeswehrverwaltungAngebotsfrist:  25.07.2024 13:00 Veröffentlichungsende:  25.07.2024 13:00,2024-06-27T14:55:00Z,https://www.service.bund.de/IMPORTE/Ausschreibungen/eVergabe/697871.html,
service.bund.de - öffentliche Ausschreibungen,http://www.service.bund.de/ausschreibungen,"RSS-Feed mit aktuellen Ausschreibungen der Vergabestellen der Bundes-, Landes- und Kommunalverwaltung.",de-de,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,2024-06-27T17:21:59Z,2024-06-27T17:21:59Z,Government Site Builder (GSB7.0),http://blogs.law.harvard.edu/tech/rss,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,60,"Tiefbau, Außenanlagen - Elb-Havel-Kaserne Havelberg, Umbau Gebäude 48 (NSB 405-24)",https://www.service.bund.de/IMPORTE/Ausschreibungen/eVergabe/697872.html#track=feed-callforbids,"Erf&uuml;llungsort:  Elb-Havel-Kaserne Havelberg, Wilsnacker Stra&#223;e 50 39539 HavelbergVergabestelle: Bau- und Liegenschaftsmanagement Sachsen-Anhalt (BLSA)Angebotsfrist: Veröffentlichungsende:",2024-06-27T14:55:00Z,https://www.service.bund.de/IMPORTE/Ausschreibungen/eVergabe/697872.html,
service.bund.de - öffentliche Ausschreibungen,http://www.service.bund.de/ausschreibungen,"RSS-Feed mit aktuellen Ausschreibungen der Vergabestellen der Bundes-, Landes- und Kommunalverwaltung.",de-de,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,2024-06-27T17:21:59Z,2024-06-27T17:21:59Z,Government Site Builder (GSB7.0),http://blogs.law.harvard.edu/tech/rss,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,60,Kauf und Lieferung der Software Dragon Professional 16,https://www.service.bund.de/IMPORTE/Ausschreibungen/eVergabe/697850.html#track=feed-callforbids,Erf&uuml;llungsort:  Digitale Lieferung an: verfahrensregistrierung@bfs.deVergabestelle: Bundesamt f&#252;r StrahlenschutzAngebotsfrist:  16.07.2024 09:00 Veröffentlichungsende:  16.07.2024 09:00,2024-06-27T14:32:00Z,https://www.service.bund.de/IMPORTE/Ausschreibungen/eVergabe/697850.html,
service.bund.de - öffentliche Ausschreibungen,http://www.service.bund.de/ausschreibungen,"RSS-Feed mit aktuellen Ausschreibungen der Vergabestellen der Bundes-, Landes- und Kommunalverwaltung.",de-de,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,2024-06-27T17:21:59Z,2024-06-27T17:21:59Z,Government Site Builder (GSB7.0),http://blogs.law.harvard.edu/tech/rss,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,60,Donauausbau Straubing-Vilshofen Teilabschnitt 2: Deggendorf-Vilshofen Gemeinsame ökologische Maßnahmen VE5007 Inspektion Baufeld: Kartierung Mollusken,https://www.service.bund.de/IMPORTE/Ausschreibungen/eVergabe/697302.html#track=feed-callforbids,"Erf&uuml;llungsort:  Ortschaften Kuglstadt und Aicha an der Donau, Gemeinde Osterhofen, Landkreis Deggendorf.Vergabestelle: WIGES Wasserbauliche Infratrukturgesellschaft mbHAngebotsfrist:  18.07.2024 11:00 Veröffentlichungsende:  18.07.2024 11:00",2024-06-27T14:24:00Z,https://www.service.bund.de/IMPORTE/Ausschreibungen/eVergabe/697302.html,
