feed_title,feed_link,feed_description,feed_language,feed_managing_editor,feed_web_master,feed_pub_date,feed_last_build_date,feed_generator,feed_docs,feed_managingEditor,feed_webMaster,feed_ttl,item_title,item_link,item_description,item_pub_date,item_guid,item_category
service.bund.de - öffentliche Ausschreibungen,http://www.service.bund.de/ausschreibungen,"RSS-Feed mit aktuellen Ausschreibungen der Vergabestellen der Bundes-, Landes- und Kommunalverwaltung.",de-de,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,2024-12-11T16:21:39Z,2024-12-11T16:21:39Z,Government Site Builder (GSB7.0),http://blogs.law.harvard.edu/tech/rss,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,60,REZ Nord- 45ind- JC Kreis Segeberg,https://www.service.bund.de/IMPORTE/Ausschreibungen/eVergabe/737231.html#track=feed-callforbids,Erf&uuml;llungsort:  KaltenkirchenVergabestelle: Bundesagentur f&#252;r ArbeitAngebotsfrist:  14.01.2025 12:00 Veröffentlichungsende:  14.01.2025 12:00,2024-12-11T16:00:00Z,https://www.service.bund.de/IMPORTE/Ausschreibungen/eVergabe/737231.html,
service.bund.de - öffentliche Ausschreibungen,http://www.service.bund.de/ausschreibungen,"RSS-Feed mit aktuellen Ausschreibungen der Vergabestellen der Bundes-, Landes- und Kommunalverwaltung.",de-de,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,2024-12-11T16:21:39Z,2024-12-11T16:21:39Z,Government Site Builder (GSB7.0),http://blogs.law.harvard.edu/tech/rss,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,60,Notebooks und Zubehör,https://www.service.bund.de/IMPORTE/Ausschreibungen/eVergabe/737224.html#track=feed-callforbids,Erf&uuml;llungsort:  Siehe Verzeichnis der Empf&#228;ngeranschriftenVergabestelle: BundeswehrverwaltungAngebotsfrist:  08.01.2025 13:00 Veröffentlichungsende:  08.01.2025 13:00,2024-12-11T15:40:00Z,https://www.service.bund.de/IMPORTE/Ausschreibungen/eVergabe/737224.html,
service.bund.de - öffentliche Ausschreibungen,http://www.service.bund.de/ausschreibungen,"RSS-Feed mit aktuellen Ausschreibungen der Vergabestellen der Bundes-, Landes- und Kommunalverwaltung.",de-de,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,2024-12-11T16:21:39Z,2024-12-11T16:21:39Z,Government Site Builder (GSB7.0),http://blogs.law.harvard.edu/tech/rss,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,60,Tischlerarbeiten,https://www.service.bund.de/IMPORTE/Ausschreibungen/eVergabe/737217.html#track=feed-callforbids,"Erf&uuml;llungsort:  Bauhaus-Universit&#228;t Weimar Herstellen Barrierefreiheit Marienstra&#223;e 13 99423 WeimarVergabestelle: Th&#252;ringer Landesamt f&#252;r Bau und Verkehr, Hochbau und LiegenschaftenAngebotsfrist:  21.01.2025 08:00 Veröffentlichungsende:  21.01.2025 08:00",2024-12-11T15:34:00Z,https://www.service.bund.de/IMPORTE/Ausschreibungen/eVergabe/737217.html,
service.bund.de - öffentliche Ausschreibungen,http://www.service.bund.de/ausschreibungen,"RSS-Feed mit aktuellen Ausschreibungen der Vergabestellen der Bundes-, Landes- und Kommunalverwaltung.",de-de,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,2024-12-11T16:21:39Z,2024-12-11T16:21:39Z,Government Site Builder (GSB7.0),http://blogs.law.harvard.edu/tech/rss,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,60,Lieferung und Aufbau Terrassenüberdachung,https://www.service.bund.de/IMPORTE/Ausschreibungen/eVergabe/737204.html#track=feed-callforbids,Erf&uuml;llungsort:  KTE Max-Klinger Kleinjena Unter den Hassenbergen 6a 06618 Naumburg (Saale)Vergabestelle: Naumburg SaaleAngebotsfrist:  16.01.2025 00:00 Veröffentlichungsende:  16.01.2025 00:00,2024-12-11T15:24:00Z,https://www.service.bund.de/IMPORTE/Ausschreibungen/eVergabe/737204.html,
service.bund.de - öffentliche Ausschreibungen,http://www.service.bund.de/ausschreibungen,"RSS-Feed mit aktuellen Ausschreibungen der Vergabestellen der Bundes-, Landes- und Kommunalverwaltung.",de-de,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,2024-12-11T16:21:39Z,2024-12-11T16:21:39Z,Government Site Builder (GSB7.0),http://blogs.law.harvard.edu/tech/rss,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,60,099_24BB938_Zaun freischneiden und Hecken Lichtschnitt (Fliegerhorst Erding),https://www.service.bund.de/IMPORTE/Ausschreibungen/eVergabe/737212.html#track=feed-callforbids,Erf&uuml;llungsort:  Fliegerhorst ErdingVergabestelle: BundeswehrverwaltungAngebotsfrist:  29.01.2025 13:00 Veröffentlichungsende:  29.01.2025 13:00,2024-12-11T15:15:00Z,https://www.service.bund.de/IMPORTE/Ausschreibungen/eVergabe/737212.html,
service.bund.de - öffentliche Ausschreibungen,http://www.service.bund.de/ausschreibungen,"RSS-Feed mit aktuellen Ausschreibungen der Vergabestellen der Bundes-, Landes- und Kommunalverwaltung.",de-de,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,2024-12-11T16:21:39Z,2024-12-11T16:21:39Z,Government Site Builder (GSB7.0),http://blogs.law.harvard.edu/tech/rss,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,60,K 2142 Ersatzneubau Durchlass Bageritz - Bauausführung,https://www.service.bund.de/IMPORTE/Ausschreibungen/eVergabe/737201.html#track=feed-callforbids,Erf&uuml;llungsort:  Landkreis Saalekreis Kreisstra&#223;e K2142 Der Baubereich befindet sich im Zuge der K 2142 kurz vor der Ortslage Bageritz.Vergabestelle: Landkreis Saalekreis - VergabestelleAngebotsfrist:  17.01.2025 10:00 Veröffentlichungsende:  17.01.2025 10:00,2024-12-11T15:08:00Z,https://www.service.bund.de/IMPORTE/Ausschreibungen/eVergabe/737201.html,
service.bund.de - öffentliche Ausschreibungen,http://www.service.bund.de/ausschreibungen,"RSS-Feed mit aktuellen Ausschreibungen der Vergabestellen der Bundes-, Landes- und Kommunalverwaltung.",de-de,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,2024-12-11T16:21:39Z,2024-12-11T16:21:39Z,Government Site Builder (GSB7.0),http://blogs.law.harvard.edu/tech/rss,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,60,Sportboden,https://www.service.bund.de/IMPORTE/Ausschreibungen/eVergabe/737148.html#track=feed-callforbids,Erf&uuml;llungsort:  Sporthalle &quot;Heinrich Heine&quot; Heinrich-Heine-Weg 1 06889 Lutherstadt WittenbergVergabestelle: Lutherstadt WittenbergAngebotsfrist:  16.01.2025 10:00 Veröffentlichungsende:  16.01.2025 10:00,2024-12-11T15:02:00Z,https://www.service.bund.de/IMPORTE/Ausschreibungen/eVergabe/737148.html,
service.bund.de - öffentliche Ausschreibungen,http://www.service.bund.de/ausschreibungen,"RSS-Feed mit aktuellen Ausschreibungen der Vergabestellen der Bundes-, Landes- und Kommunalverwaltung.",de-de,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,2024-12-11T16:21:39Z,2024-12-11T16:21:39Z,Government Site Builder (GSB7.0),http://blogs.law.harvard.edu/tech/rss,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,60,Imaging System für die GZD DIX.A.252 BWZ DO Berlin,https://www.service.bund.de/IMPORTE/Ausschreibungen/eVergabe/737211.html#track=feed-callforbids,"Erf&uuml;llungsort: 10409 Generalzolldirektion, 10409 BerlinVergabestelle: Generalzolldirektion Zentrale Beschaffungsstelle der BundesfinanzverwaltungAngebotsfrist:  30.01.2025 23:59 Veröffentlichungsende:  30.01.2025 23:59",2024-12-11T14:59:00Z,https://www.service.bund.de/IMPORTE/Ausschreibungen/eVergabe/737211.html,
service.bund.de - öffentliche Ausschreibungen,http://www.service.bund.de/ausschreibungen,"RSS-Feed mit aktuellen Ausschreibungen der Vergabestellen der Bundes-, Landes- und Kommunalverwaltung.",de-de,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,2024-12-11T16:21:39Z,2024-12-11T16:21:39Z,Government Site Builder (GSB7.0),http://blogs.law.harvard.edu/tech/rss,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,60,"Sporthalle Seyda, Los 10: Trockenbau",https://www.service.bund.de/IMPORTE/Ausschreibungen/eVergabe/715843.html#track=feed-callforbids,"Erf&uuml;llungsort:  06917 Jessen (Elster), OT Seyda, Triftstra&#223;e 39, Landkreis Wittenberg, Sachsen-AnhaltVergabestelle: Stadt Jessen (Elster)Angebotsfrist:  08.01.2025 13:00 Veröffentlichungsende:  08.01.2025 13:00",2024-12-11T14:41:00Z,https://www.service.bund.de/IMPORTE/Ausschreibungen/eVergabe/715843.html,
service.bund.de - öffentliche Ausschreibungen,http://www.service.bund.de/ausschreibungen,"RSS-Feed mit aktuellen Ausschreibungen der Vergabestellen der Bundes-, Landes- und Kommunalverwaltung.",de-de,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,2024-12-11T16:21:39Z,2024-12-11T16:21:39Z,Government Site Builder (GSB7.0),http://blogs.law.harvard.edu/tech/rss,redaktion-support@bva.bund.de,redaktion-support@bva.bund.de,60,K 2151 - 1. BA Freie Strecke zwischen Hohenweiden und Röpzig; Radwegsanierung,https://www.service.bund.de/IMPORTE/Ausschreibungen/eVergabe/737131.html#track=feed-callforbids,"Erf&uuml;llungsort:  Landkreis Saalekreis Kreisstra&#223;e K2151 - Bauanfang Str. Km 0.000,00 (NK 4537-021) - Bauende Str. Km 0.625,00 (NK 4537-021)Vergabestelle: Landkreis Saalekreis - VergabestelleAngebotsfrist:  17.01.2025 10:00 Veröffentlichungsende:  17.01.2025 10:00",2024-12-11T14:38:00Z,https://www.service.bund.de/IMPORTE/Ausschreibungen/eVergabe/737131.html,
